movieId,title
176|To Wong Foo, Thanks for Everything! Julie Newmar
177|Under Siege 2: Dark Territory
178|Unstrung Heroes
179|Unzipped
180|Walk in the Clouds, A
181|Waterworld
182|White Man's Burden
183|Wild Bill
184|Browning Version, The
185|Bushwhacked
186|Burnt by the Sun (Utomlyonnye solntsem)
187|Before the Rain (Pred dozhdot)
188|Before Sunrise
189|Billy Madison
190|Babysitter, The
191|Boys on the Side
192|Cure, The
193|Castle Freak
194|Circle of Friends
195|Clerks
196|Don Juan DeMarco
197|Disclosure
198|Dream Man
199|Drop Zone
200|Destiny Turns on the Radio
201|Death and the Maiden
202|Dolores Claiborne
203|Dumb & Dumber (Dumb and Dumber)
204|Eat Drink Man Woman (Yin shi nan nu)
205|Exotica
206|Exit to Eden
207|Ed Wood
208|French Kiss
209|Forget Paris
210|Far From Home: The Adventures of Yellow Dog
211|Goofy Movie, A
212|Hideaway
213|Fluke
214|Farinelli: il castrato
215|Gordy
216|The Glass Shield
217|Hoop Dreams
218|Heavenly Creatures
219|Houseguest
220|Immortal Beloved
221|Heavyweights (Heavy Weights)
222|Hunted, The
223|I.Q.
224|Interview with the Vampire: The Vampire Chronicles
225|Jefferson in Paris
226|Jerky Boys, The
227|Junior
228|Just Cause
229|Kid in King Arthur's Court, A
230|Kiss of Death
231|Star Wars: Episode IV - A New Hope
232|Little Women
233|Little Princess, A
234|Ladybird Ladybird
235|Like Water for Chocolate (Como agua para chocolate)
236|Legends of the Fall
237|Major Payne
238|Little Odessa
239|My Crazy Life (Mi vida loca)
240|Love Affair
241|Losing Isaiah
242|Madness of King George, The
243|Mary Shelley's Frankenstein (Frankenstein)
244|Man of the House
245|Mixed Nuts
246|Milk Money
247|Miracle on 34th Street
248|Miami Rhapsody
249|My Family
250|Murder in the First
251|Nobody's Fool
252|Nell
253|New Jersey Drive
254|Natural Born Killers
255|Only You
256|Once Were Warriors
257|Poison Ivy II
258|Outbreak
259|Léon: The Professional (a.k.a. The Professional) (Léon)
260|Perez Family, The
261|Pulp Fiction
262|Pushing Hands (Tui shou)
263|Priest
264|Quiz Show
265|Picture Bride (Bijo photo)
266|Queen Margot (Reine Margot, La)
267|Quick and the Dead, The
268|Roommates
269|Ready to Wear (Pret-A-Porter)
270|Three Colors: Red (Trois couleurs: Rouge)
271|Three Colors: Blue (Trois couleurs: Bleu)
272|Three Colors: White (Trzy kolory: Bialy)
273|Red Firecracker, Green Firecracker (Pao Da Shuang Deng)
274|Stuart Saves His Family
275|Swan Princess, The
276|Secret of Roan Inish, The
277|Specialist, The
278|Stargate
279|Santa Clause, The
280|Shawshank Redemption, The
281|Shallow Grave
282|Suture
283|Strawberry and Chocolate (Fresa y chocolate)
284|Swimming with Sharks
285|Sum of Us, The
286|National Lampoon's Senior Trip
287|To Live (Huozhe)
288|Tank Girl
289|Tales from the Crypt Presents: Demon Knight
290|Star Trek: Generations
291|Tales from the Hood
292|Tom & Viv
293|Village of the Damned
294|Tommy Boy
295|Vanya on 42nd Street
296|Underneath
297|Walking Dead, The
298|What's Eating Gilbert Grape
299|Virtuosity
300|While You Were Sleeping
301|War, The
302|Double Happiness
303|Muriel's Wedding
304|Baby-Sitters Club, The
305|Ace Ventura: Pet Detective
306|Adventures of Priscilla, Queen of the Desert, The
307|Backbeat
308|Bitter Moon
309|Bullets Over Broadway
310|Clear and Present Danger
311|Client, The
312|Corrina, Corrina
313|Crooklyn
314|Crow, The
315|Cobb
316|Flintstones, The
317|Forrest Gump
318|Four Weddings and a Funeral
319|Higher Learning
320|I Love Trouble
321|It Could Happen to You
322|Jungle Book, The
323|Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)
324|Lion King, The
325|Little Buddha
326|Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)
327|Mask, The
328|Maverick
329|Mrs. Parker and the Vicious Circle
330|Naked Gun 33 1/3: The Final Insult
331|Paper, The
332|Reality Bites
333|Red Rock West
334|Richie Rich
335|Safe Passage
336|River Wild, The
337|Speed
338|Speechless
339|Timecop
340|True Lies
341|When a Man Loves a Woman
342|Wolf
343|Wyatt Earp
344|Bad Company
345|Man of No Importance, A
346|S.F.W.
347|Low Down Dirty Shame, A
348|Boys Life
349|Colonel Chabert, Le
350|Faster Pussycat! Kill! Kill!
351|Jason's Lyric
352|Secret Adventures of Tom Thumb, The
353|Street Fighter
354|Fall Time
355|Brother Minister: The Assassination of Malcolm X
356|Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension)
357|In the Mouth of Madness
358|8 Seconds
359|Above the Rim
360|Addams Family Values
361|Age of Innocence, The
362|Airheads
363|Air Up There, The
364|Another Stakeout
365|Bad Girls
366|Barcelona
367|Being Human
368|Beverly Hillbillies, The
369|Beverly Hills Cop III
370|Black Beauty
371|Blink
372|Blown Away
373|Blue Chips
374|Blue Sky
375|Body Snatchers
376|Boxing Helena
377|Bronx Tale, A
378|Cabin Boy
379|Calendar Girl
380|Carlito's Way
381|City Slickers II: The Legend of Curly's Gold
382|Clean Slate
383|Cliffhanger
384|Coneheads
385|Color of Night
386|Cops and Robbersons
387|Cowboy Way, The
388|Dangerous Game
389|Dave
390|Dazed and Confused
391|Demolition Man
392|Endless Summer 2, The
393|Even Cowgirls Get the Blues
394|Fatal Instinct
395|Farewell My Concubine (Ba wang bie ji)
396|Favor, The
397|Fearless
398|Fear of a Black Hat
399|With Honors
400|Flesh and Bone
401|Widows' Peak
402|For Love or Money
403|Firm, The
404|Free Willy
405|Fresh
406|Fugitive, The
407|Geronimo: An American Legend
408|Getaway, The
409|Getting Even with Dad
410|Go Fish
411|Guilty as Sin
412|Hard Target
413|Heaven & Earth
414|Hot Shots! Part Deux
415|Live Nude Girls
416|Englishman Who Went Up a Hill But Came Down a Mountain, The
417|House of the Spirits, The
418|House Party 3
419|Hudsucker Proxy, The
420|I'll Do Anything
421|In the Army Now
422|In the Line of Fire
423|In the Name of the Father
424|Inkwell, The
425|What's Love Got to Do with It?
426|Judgment Night
427|Jurassic Park
428|Kalifornia
429|Killing Zoe
430|King of the Hill
431|Last Action Hero
432|Life with Mikey
433|Lightning Jack
434|M. Butterfly
435|Made in America
436|Malice
437|Man Without a Face, The
438|Manhattan Murder Mystery
439|Menace II Society
440|Executive Decision
441|In the Realm of the Senses (Ai no corrida)
442|What Happened Was...
443|Much Ado About Nothing
444|Mr. Jones
445|Mr. Wonderful
446|Mrs. Doubtfire
447|Naked
448|Next Karate Kid, The
449|No Escape
450|North
451|Orlando
452|Perfect World, A
453|Philadelphia
454|Piano, The
455|Poetic Justice
456|Program, The
457|Puppet Masters, The
458|Radioland Murders
459|Ref, The
460|Remains of the Day, The
461|Renaissance Man
462|Rising Sun
463|Road to Wellville, The
464|RoboCop 3
465|Robin Hood: Men in Tights
466|Romeo Is Bleeding
467|Romper Stomper
468|Ruby in Paradise
469|Rudy
470|Saint of Fort Washington, The
471|Savage Nights (Nuits fauves, Les)
472|Schindler's List
473|Scout, The
474|Searching for Bobby Fischer
475|Secret Garden, The
476|Serial Mom
477|Shadow, The
478|Shadowlands
479|Short Cuts
480|Simple Twist of Fate, A
481|Sirens
482|Six Degrees of Separation
483|Sleepless in Seattle
484|Sliver
485|Blade Runner
486|Son in Law
487|So I Married an Axe Murderer
488|Striking Distance
489|Harem
490|Super Mario Bros.
491|Surviving the Game
492|Terminal Velocity
493|Thirty-Two Short Films About Glenn Gould
494|Threesome
495|Nightmare Before Christmas, The
496|Three Musketeers, The
497|Tombstone
498|Trial by Jury
499|True Romance
500|War Room, The
501|Pagemaster, The
502|Beans of Egypt, Maine, The
503|Welcome to the Dollhouse
504|Germinal
505|Cronos
506|Naked in New York
507|Kika
508|Bhaji on the Beach
509|Little Big League
510|Slingshot, The (Kådisbellan)
511|Wedding Gift, The
512|Ciao, Professore! (Io speriamo che me la cavo)
513|Spanking the Monkey
514|Little Rascals, The
515|Andre
516|Princess Caraboo
517|Celluloid Closet, The
518|Dear Diary (Caro Diario)
519|Brady Bunch Movie, The
520|Home Alone
521|Ghost
522|Aladdin
523|Terminator 2: Judgment Day
524|Dances with Wolves
525|Batman
526|Silence of the Lambs, The
527|Snow White and the Seven Dwarfs
528|Beauty and the Beast
529|Pinocchio
530|Pretty Woman
531|Wild Bunch, The
532|Love and a .45
533|Wooden Man's Bride, The (Yan shen)
534|Great Day in Harlem, A
535|Bye Bye, Love
536|One Fine Day
537|Candyman: Farewell to the Flesh
538|Fargo
539|Homeward Bound II: Lost in San Francisco
540|Heavy Metal
541|Hellraiser: Bloodline
542|Pallbearer, The
543|Jane Eyre
544|Loaded
545|Bread and Chocolate (Pane e cioccolata)
546|Aristocats, The
547|Flower of My Secret, The (La flor de mi secreto)
548|Two Much
549|Ed
550|My Favorite Season
551|Thin Line Between Love and Hate, A
552|Last Supper, The
553|Primal Fear
554|Carried Away
555|All Dogs Go to Heaven 2
556|Land and Freedom (Tierra y libertad)
557|Denise Calls Up
558|Theodore Rex
559|Family Thing, A
560|Sgt. Bilko
561|Jack and Sarah
562|Girl 6
563|Diabolique
564|Courage Under Fire
565|Mission: Impossible
566|Cold Fever (Á köldum klaka)
567|Moll Flanders
568|Dragonheart
569|Eddie
570|Purple Noon (Plein soleil)
571|August
572|James and the Giant Peach
573|Fear
574|Kids in the Hall: Brain Candy
575|Faithful
576|Underground
577|Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite)
578|Song of the Little Road (Pather Panchali)
579|World of Apu, The (Apur Sansar)
580|Mystery Science Theater 3000: The Movie
581|Space Jam
582|Barbarella
583|Some Folks Call It a Sling Blade
584|Run of the Country, The
585|Alphaville (Alphaville, une étrange aventure de Lemmy Caution)
586|Coup de torchon (Clean Slate)
587|It's My Party
588|Operation Dumbo Drop
589|Promise, The (Versprechen, Das)
590|Mrs. Winterbourne
591|Solo
592|Substitute, The
593|True Crime
594|Feeling Minnesota
595|Angus
596|Faces
597|Boys
598|Quest, The
599|Cosi
600|Sunset Park
601|Mulholland Falls
602|Truth About Cats & Dogs, The
603|Oliver & Company
604|Celtic Pride
605|Flipper
606|Captives
607|Dead Man
608|Horseman on the Roof, The (Hussard sur le toit, Le)
609|Switchblade Sisters
610|Visitors, The (Visiteurs, Les)
611|Multiplicity
612|Wallace & Gromit: The Best of Aardman Animation
613|Haunted World of Edward D. Wood Jr., The
614|Craft, The
615|Great White Hype, The
616|Last Dance
617|Cold Comfort Farm
618|Heaven's Prisoners
619|Original Gangstas
620|Rock, The
621|Cemetery Man (Dellamorte Dellamore)
622|Twister
623|Barb Wire
624|Ghost in the Shell (Kôkaku kidôtai)
625|Thinner
626|Spy Hard
627|Wallace & Gromit: A Close Shave
628|Force of Evil
629|Stupids, The
630|Arrival, The
631|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
632|Month by the Lake, A
633|Gold Diggers: The Secret of Bear Mountain
634|Kim
635|Ashes of Time (Dung che sai duk)
636|Maya Lin: A Strong Clear Vision
637|Stalingrad
638|Phantom, The
639|Striptease
640|Heavy
641|Jack
642|I Shot Andy Warhol
643|Grass Harp, The
644|Marlene Dietrich: Shadow and Light
645|Trainspotting
646|'Til There Was You
647|Independence Day (a.k.a. ID4)
648|Stealing Beauty
649|Fan, The
650|Hunchback of Notre Dame, The
651|Cable Guy, The
652|Kingpin
653|Eraser
654|Nutty Professor, The
655|Daylight
656|Frighteners, The
657|Lone Star
658|Harriet the Spy
659|Phenomenon
660|Walking and Talking
661|She's the One
662|Time to Kill, A
663|American Buffalo
664|Rendezvous in Paris (Rendez-vous de Paris, Les)
665|Alaska
666|Fled
667|Kazaam
668|Larger Than Life
669|Very Brady Sequel, A
670|Collector, The (La collectionneuse)
671|Kaspar Hauser
672|Convent, The (O Convento)
673|Adventures of Pinocchio, The
674|Joe's Apartment
675|First Wives Club, The
676|Stonewall
677|Ransom
678|High School High
679|Phat Beach
680|Foxfire
681|Chain Reaction
682|Matilda
683|Emma
684|Crow: City of Angels, The
685|House Arrest
686|Eyes Without a Face (Yeux sans visage, Les)
687|Tales from the Crypt Presents: Bordello of Blood
688|Story of Xinghua, The (Xinghua san yue tian)
689|Flirt
690|Spitfire Grill, The
691|Escape from L.A.
692|Cyclo (Xich lo)
693|Basquiat
694|Tin Cup
695|Ballad of Narayama, The (Narayama Bushiko)
696|Godfather, The
697|Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha)
698|Manny & Lo
699|Small Faces
700|Bound
701|Carpool
702|Death in Brunswick
703|Kansas City
704|Gone Fishin'
705|Nothing to Lose
706|Supercop 2 (Project S) (Chao ji ji hua)
707|Relic, The
708|Island of Dr. Moreau, The
709|First Kid
710|Trigger Effect, The
711|Bogus
712|Bulletproof
713|Land Before Time III: The Time of the Great Giving
714|Baton Rouge (Bâton rouge)
715|Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers)
716|Twelfth Night
717|Mother Night
718|Wild Reeds (Les roseaux sauvages)
719|For Whom the Bell Tolls
720|Philadelphia Story, The
721|Singin' in the Rain
722|American in Paris, An
723|Funny Face
724|Breakfast at Tiffany's
725|Vertigo
726|Rear Window
727|It Happened One Night
728|Gaslight
729|Gay Divorcee, The
730|North by Northwest
731|Apartment, The
732|Some Like It Hot
733|Charade
734|Casablanca
735|Maltese Falcon, The
736|My Fair Lady
737|Sabrina
738|Roman Holiday
739|Little Princess, The
740|Meet Me in St. Louis
741|Wizard of Oz, The
742|Gone with the Wind
743|My Favorite Year
744|Sunset Blvd. (a.k.a. Sunset Boulevard)
745|Citizen Kane
746|2001: A Space Odyssey
747|All About Eve
748|Women, The
749|Rebecca
750|Foreign Correspondent
751|Notorious
752|Spellbound
753|Affair to Remember, An
754|To Catch a Thief
755|Father of the Bride
756|Band Wagon, The
757|Ninotchka
758|Love in the Afternoon
759|Gigi
760|Reluctant Debutante, The
761|Adventures of Robin Hood, The
762|Mark of Zorro, The
763|Laura
764|Ghost and Mrs. Muir, The
765|Lost Horizon
766|Top Hat
767|To Be or Not to Be
768|My Man Godfrey
769|Giant
770|East of Eden
771|Thin Man, The
772|His Girl Friday
773|Around the World in 80 Days
774|It's a Wonderful Life
775|Mr. Smith Goes to Washington
776|Bringing Up Baby
777|Penny Serenade
778|Scarlet Letter, The
779|Lady of Burlesque
780|Of Human Bondage
781|Angel on My Shoulder
782|Little Lord Fauntleroy
783|Inspector General, The
784|Angel and the Badman
785|39 Steps, The
786|Walk in the Sun, A
787|Outlaw, The
788|Night of the Living Dead
789|African Queen, The
790|Beat the Devil
791|Cat on a Hot Tin Roof
792|Last Time I Saw Paris, The
793|Meet John Doe
794|Algiers
795|Farewell to Arms, A
796|Nothing Personal
797|Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)
798|Dangerous Ground
799|Picnic
800|Fly Away Home
801|Bliss
802|Grace of My Heart
803|Maximum Risk
804|Michael Collins
805|Infinity
806|Big Night
807|Last Man Standing
808|Caught
809|Set It Off
810|2 Days in the Valley
811|Curdled
812|Extreme Measures
813|Glimmer Man, The
814|D3: The Mighty Ducks
815|Chamber, The
816|Apple Dumpling Gang, The
817|Davy Crockett, King of the Wild Frontier
818|Escape to Witch Mountain
819|Love Bug, The
820|Herbie Rides Again
821|Old Yeller
822|Parent Trap, The
823|Pollyanna
824|Homeward Bound: The Incredible Journey
825|Shaggy Dog, The
826|Swiss Family Robinson
827|That Darn Cat!
828|20,000 Leagues Under the Sea
829|Cool Runnings
830|Angels in the Outfield
831|Cinderella
832|Winnie the Pooh and the Blustery Day
833|Three Caballeros, The
834|Sword in the Stone, The
835|Robin Hood: Prince of Thieves
836|Mary Poppins
837|Dumbo
838|Pete's Dragon
839|Bedknobs and Broomsticks
840|Alice in Wonderland
841|Fox and the Hound, The
842|Freeway
843|Sound of Music, The
844|Die Hard
845|Lawnmower Man, The
846|Unhook the Stars
847|Secret Agent, The
848|Secrets & Lies
849|That Thing You Do!
850|To Gillian on Her 37th Birthday
851|Surviving Picasso
852|Beautiful Thing
853|Long Kiss Goodnight, The
854|Ghost and the Darkness, The
855|Looking for Richard
856|Trees Lounge
857|Normal Life
858|Get on the Bus
859|Jude
860|Everyone Says I Love You
861|Bitter Sugar (Azúcar amarga)
862|William Shakespeare's Romeo + Juliet
863|Swingers
864|Sleepers
865|Johns
866|Aladdin and the King of Thieves
867|Shall We Dance
868|Damsel in Distress, A
869|Crossfire
870|Murder, My Sweet
871|Macao
872|For the Moment
873|Willy Wonka & the Chocolate Factory
874|Innocents, The
875|Sleeper
876|Bananas
877|Fish Called Wanda, A
878|Monty Python's Life of Brian
879|Victor/Victoria
880|Candidate, The
881|Great Race, The
882|Bonnie and Clyde
883|Old Man and the Sea, The
884|Dial M for Murder
885|Madame Butterfly
886|Dirty Dancing
887|Reservoir Dogs
888|Platoon
889|Weekend at Bernie's
890|Basic Instinct
891|Doors, The
892|Crying Game, The
893|Glengarry Glen Ross
894|Sophie's Choice
895|E.T. the Extra-Terrestrial
896|Christmas Carol, A
897|Days of Thunder
898|Top Gun
899|Rebel Without a Cause
900|Streetcar Named Desire, A
901|Children of the Corn IV: The Gathering
902|Microcosmos (Microcosmos: Le peuple de l'herbe)
903|Palookaville
904|Associate, The
905|Funeral, The
906|Single Girl, A (Fille seule, La)
907|Eighth Day, The (Huitième jour, Le)
908|Drunks
909|People vs. Larry Flynt, The
910|Glory Daze
911|Perfect Candidate, A
912|On Golden Pond
913|Return of the Pink Panther, The
914|Drop Dead Fred
915|Abyss, The
916|Fog, The
917|Escape from New York
918|Howling, The
919|Jean de Florette
920|Manon of the Spring (Manon des sources)
921|Talking About Sex
922|Private Benjamin
923|Monty Python and the Holy Grail
924|Snowriders
925|When We Were Kings
926|Wallace & Gromit: The Wrong Trousers
927|Return of Martin Guerre, The (Retour de Martin Guerre, Le)
928|He Walked by Night
929|Raw Deal
930|T-Men
931|Children Are Watching Us, The (Bambini ci guardano, I)
932|Tin Drum, The (Blechtrommel, Die)
933|Ruling Class, The
934|Dear God
935|Bad Moon
936|American Dream
937|Best of the Best 3: No Turning Back
938|Bob Roberts
939|Cinema Paradiso (Nuovo cinema Paradiso)
940|Cook the Thief His Wife & Her Lover, The
941|Delicatessen
942|Double Life of Veronique, The (Double Vie de Véronique, La)
943|Enchanted April
944|Paths of Glory
945|Grifters, The
946|Hear My Song
947|English Patient, The
948|Mediterraneo
949|My Left Foot
950|Sex, Lies, and Videotape
951|Passion Fish
952|Strictly Ballroom
953|Thin Blue Line, The
954|Tie Me Up! Tie Me Down! (¡Átame!)
955|Madonna: Truth or Dare
956|Paris Is Burning
957|One Flew Over the Cuckoo's Nest
958|Cheech and Chong's Up in Smoke
959|Star Wars: Episode V - The Empire Strikes Back
960|Princess Bride, The
961|Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)
962|Brazil
963|Aliens
964|Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)
965|Withnail & I
966|12 Angry Men
967|Lawrence of Arabia
968|Clockwork Orange, A
969|To Kill a Mockingbird
970|Apocalypse Now
971|Once Upon a Time in the West (C'era una volta il West)
972|Star Wars: Episode VI - Return of the Jedi
973|Wings of Desire (Himmel über Berlin, Der)
974|Third Man, The
975|Goodfellas
976|Alien
977|Army of Darkness
978|Big Blue, The (Grand bleu, Le)
979|Ran
980|Killer, The (Die xue shuang xiong)
981|Psycho
982|Blues Brothers, The
983|Godfather: Part II, The
984|Full Metal Jacket
985|Grand Day Out with Wallace and Gromit, A
986|Henry V
987|Amadeus
988|Quiet Man, The
989|Once Upon a Time in America
990|Raging Bull
991|Annie Hall
992|Right Stuff, The
993|Stalker
994|Boot, Das (Boat, The)
995|Sting, The
996|Harold and Maude
997|Trust
998|Seventh Seal, The (Sjunde inseglet, Det)
999|Local Hero
1000|Terminator, The
1001|Dead Alive (Braindead)
1002|Glory
1003|Rosencrantz and Guildenstern Are Dead
1004|Manhattan
1005|Miller's Crossing
1006|Dead Poets Society
1007|Graduate, The
1008|Touch of Evil
1009|Femme Nikita, La (Nikita)
1010|Bridge on the River Kwai, The
1011|8 1/2 (8½)
1012|Chinatown
1013|Day the Earth Stood Still, The
1014|Treasure of the Sierra Madre, The
1015|Bad Taste
1016|Duck Soup
1017|Better Off Dead...
1018|Shining, The
1019|Stand by Me
1020|M
1021|Evil Dead II (Dead by Dawn)
1022|Great Escape, The
1023|Deer Hunter, The
1024|Diva
1025|Groundhog Day
1026|Unforgiven
1027|Manchurian Candidate, The
1028|Pump Up the Volume
1029|Arsenic and Old Lace
1030|Back to the Future
1031|Fried Green Tomatoes
1032|Patton
1033|Down by Law
1034|Akira
1035|Highlander
1036|Cool Hand Luke
1037|Cyrano de Bergerac
1038|Young Frankenstein
1039|Night on Earth
1040|Raise the Red Lantern (Da hong deng long gao gao gua)
1041|Great Dictator, The
1042|Fantasia
1043|High Noon
1044|Big Sleep, The
1045|Heathers
1046|Somewhere in Time
1047|Ben-Hur
1048|This Is Spinal Tap
1049|Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance)
1050|Some Kind of Wonderful
1051|Indiana Jones and the Last Crusade
1052|Being There
1053|Gandhi
1054|Unbearable Lightness of Being, The
1055|Room with a View, A
1056|Real Genius
1057|Pink Floyd: The Wall
1058|Killing Fields, The
1059|My Life as a Dog (Mitt liv som hund)
1060|Forbidden Planet
1061|Field of Dreams
1062|Man Who Would Be King, The
1063|Butch Cassidy and the Sundance Kid
1064|Paris, Texas
1065|Until the End of the World (Bis ans Ende der Welt)
1066|When Harry Met Sally...
1067|Santa with Muscles
1068|Female Perversions
1069|I'm Not Rappaport
1070|Blue Juice
1071|Alien³ (a.k.a. Alien 3)
1072|American Werewolf in London, An
1073|Amityville 1992: It's About Time
1074|Amityville 3-D
1075|Amityville: Dollhouse
1076|Amityville: A New Generation
1077|Amityville II: The Possession
1078|Amityville Horror, The
1079|Amityville Curse, The
1080|Blood for Dracula (Andy Warhol's Dracula)
1081|April Fool's Day
1082|Believers, The
1083|Birds, The
1084|Blob, The
1085|Body Parts
1086|Body Snatcher, The
1087|Dracula (Bram Stoker's Dracula)
1088|Bride of Frankenstein, The (Bride of Frankenstein)
1089|Candyman
1090|Cape Fear
1091|Cape Fear
1092|Carrie
1093|Cat People
1094|Nightmare on Elm Street, A
1095|Nosferatu (Nosferatu, eine Symphonie des Grauens)
1096|Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice)
1097|Omen, The
1098|Blood and Wine (Blood & Wine)
1099|Albino Alligator
1100|Mirror Has Two Faces, The
1101|Breaking the Waves
1102|Nightwatch
1103|Star Trek: First Contact
1104|Shine
1105|Sling Blade
1106|Jingle All the Way
1107|Paradise Lost: The Child Murders at Robin Hood Hills
1108|Preacher's Wife, The
1109|Ridicule
1110|Crucible, The
1111|101 Dalmatians
1112|Die Hard 2
1113|Star Trek: The Motion Picture
1114|Star Trek VI: The Undiscovered Country
1115|Star Trek V: The Final Frontier
1116|Star Trek II: The Wrath of Khan
1117|Star Trek III: The Search for Spock
1118|Star Trek IV: The Voyage Home
1119|Batman Returns
1120|Young Guns
1121|Young Guns II
1122|Grease
1123|Grease 2
1124|Marked for Death
1125|Under Siege
1126|Terror in a Texas Town
1127|Jaws
1128|Jaws 2
1129|Jaws 3-D
1130|My Fellow Americans
1131|Mars Attacks!
1132|Citizen Ruth
1133|Jerry Maguire
1134|Raising Arizona
1135|Tin Men
1136|Sneakers
1137|Bastard Out of Carolina
1138|In Love and War
1139|Marvin's Room
1140|Ghosts of Mississippi
1141|Night Falls on Manhattan
1142|Beavis and Butt-Head Do America
1143|La Cérémonie
1144|Scream
1145|Last of the Mohicans, The
1146|Michael
1147|Evening Star, The
1148|Hamlet
1149|Some Mother's Son
1150|Whole Wide World, The
1151|Mother
